restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g190454-d2698878,China Bar,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Burggasse 76, Vienna 1070 Austria",48.204487,16.34636,Unclaimed,,#1728 of 3747 Restaurants in Vienna,#1949 of 4650 places to eat in Vienna,"Mid-range, Chinese, Asian, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch","Chinese, Asian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-00:00""], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": [""12:00-00:00""]}",7.0,84.0,7.0,3.5,43.0,English,8.0,4.0,1.0,1.0,0.0,2.0,3.5,3.5,3.0,,
g190454-d2703419,Kamala Thai Imbiss,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hollandstrasse 7, Vienna 1020 Austria",48.215576,16.376728,Unclaimed,,#1840 of 3747 Restaurants in Vienna,#2072 of 4650 places to eat in Vienna,"Cheap Eats, Asian, Thai, Vegetarian Friendly",€,,"Lunch, Dinner","Asian, Thai",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-15:00"", ""17:00-21:00""], ""Tue"": [""11:00-15:00"", ""17:00-21:00""], ""Wed"": [""11:00-15:00"", ""17:00-21:00""], ""Thu"": [""11:00-15:00"", ""17:00-21:00""], ""Fri"": [""11:00-15:00"", ""17:00-21:00""], ""Sat"": [], ""Sun"": []}",5.0,40.0,10.0,4.0,39.0,English,20.0,10.0,4.0,0.0,2.0,4.0,4.0,4.0,4.0,3.0,
g190454-d2703612,Cafe Korb,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Brandstaette 9, Vienna 1010 Austria",48.210194,16.370655,Unclaimed,"Certificate of Excellence 2017, Certificate of Excellence 2015",#799 of 3747 Restaurants in Vienna,#903 of 4650 places to eat in Vienna,"Mid-range, Cafe, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, After-hours",Cafe,Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Table Service",Y,N,N,"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""10:00-00:00""]}",7.0,110.0,7.0,3.5,459.0,English,181.0,64.0,67.0,27.0,10.0,13.0,3.5,4.0,3.5,4.0,"strudel, kaiserschmarrn, goulash, cakes, bread"
g190454-d2705704,Cafe-Bistro Menagerie,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Prinz-Eugen-Strasse 27, Vienna 1030 Austria",48.191795,16.381601,Unclaimed,Certificate of Excellence 2016,#2411 of 3747 Restaurants in Vienna,#2711 of 4650 places to eat in Vienna,"Mid-range, Austrian, Cafe, European",€€-€€€,,"Breakfast, Lunch","Austrian, Cafe, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:00-18:00""], ""Tue"": [""10:00-18:00""], ""Wed"": [""10:00-18:00""], ""Thu"": [""10:00-18:00""], ""Fri"": [""10:00-18:00""], ""Sat"": [""10:00-18:00""], ""Sun"": [""10:00-18:00""]}",7.0,56.0,7.0,3.5,151.0,English,73.0,10.0,26.0,18.0,8.0,11.0,3.5,3.5,3.0,4.0,
g190454-d2706387,Al Pacino,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wittelsbachstrasse 2, Vienna 1020 Austria",48.20591,16.39843,Unclaimed,,#2307 of 3747 Restaurants in Vienna,#2594 of 4650 places to eat in Vienna,"Cheap Eats, Italian, European",€,,"Dinner, Lunch","Italian, European",,"Seating, Table Service",N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,3.5,32.0,English,9.0,3.0,3.0,2.0,0.0,1.0,4.0,4.0,3.5,3.5,
g190454-d2718436,Marzipanina,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Rosenackerstrasse 12, Vienna 1160 Austria",48.22389,16.30422,Unclaimed,,#144 of 265 Coffee & Tea in Vienna,#2046 of 4650 places to eat in Vienna,Cafe,,,,Cafe,,,N,N,N,,,,,5.0,9.0,All languages,9.0,9.0,0.0,0.0,0.0,0.0,,,,,
g190454-d2721078,Ginza Running Sushi,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"U-Bahn Station Praterstern Top 2, Vienna 1020 Austria",48.21833,16.393244,Unclaimed,,#3552 of 3747 Restaurants in Vienna,#3976 of 4650 places to eat in Vienna,"Mid-range, Chinese, Japanese, Sushi",€€-€€€,,"Lunch, Dinner","Chinese, Japanese, Sushi, Asian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,3.0,112.0,English,35.0,7.0,12.0,6.0,4.0,6.0,3.0,3.5,3.0,3.5,
g190454-d2722169,Restaurant Zur Grünen Hütte,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Prater 196, Vienna 1020 Austria",48.21768,16.403969,Claimed,Certificate of Excellence 2019,#770 of 3747 Restaurants in Vienna,#870 of 4650 places to eat in Vienna,"Mid-range, Austrian, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner",Austrian,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""09:00-23:00""], ""Tue"": [""09:00-23:00""], ""Wed"": [""09:00-23:00""], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",7.0,98.0,7.0,4.0,130.0,English,40.0,10.0,18.0,9.0,1.0,2.0,4.0,4.0,4.0,4.0,
g190454-d2724467,Pizzeria Piccolo Diz,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Schwendergasse 61, Vienna 1150 Austria",48.19014,16.32082,Unclaimed,,#2549 of 3747 Restaurants in Vienna,#2872 of 4650 places to eat in Vienna,"Cheap Eats, Italian, Pizza",€,,"Lunch, Dinner","Pizza, Italian",,"Table Service, Reservations, Seating",N,N,N,"{""Mon"": [""10:00-22:30""], ""Tue"": [""10:00-22:30""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:30""], ""Fri"": [""10:00-22:30""], ""Sat"": [""10:00-22:30""], ""Sun"": [""10:00-22:30""]}",7.0,87.0,7.0,3.5,21.0,English,7.0,4.0,0.0,1.0,1.0,1.0,3.5,4.0,4.0,,
g190454-d2734259,Mochi,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Praterstrasse 15, Vienna 1020 Austria",48.213436,16.381916,Claimed,"Travellers' Choice, Michelin 2020 for Bib Gourmand: good quality, good value cooking, Michelin 2020 for Simple restaurant",#63 of 3747 Restaurants in Vienna,#75 of 4650 places to eat in Vienna,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€4-€19,"Lunch, Dinner, After-hours","Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",Y,Y,Y,"{""Mon"": [""11:30-22:00""], ""Tue"": [""11:30-22:00""], ""Wed"": [""11:30-22:00""], ""Thu"": [""11:30-22:00""], ""Fri"": [""11:30-22:00""], ""Sat"": [""11:30-22:00""], ""Sun"": []}",6.0,63.0,6.0,4.5,642.0,English,235.0,153.0,56.0,13.0,8.0,5.0,4.5,4.5,4.0,4.0,"sushi, maki rolls, japanese fusion, business lunch, worth the wait"
g190454-d2734307,Brückenwirt,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Unter-Laaer Strasse 27, Vienna 1100 Austria",48.1344,16.414873,Unclaimed,,#2054 of 3747 Restaurants in Vienna,#2311 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Central European",€€-€€€,,"Lunch, Dinner","Austrian, European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""10:00-23:00""], ""Wed"": [""10:00-23:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-23:00""], ""Sat"": [""10:00-23:00""], ""Sun"": [""10:00-22:00""]}",6.0,77.0,6.0,3.5,64.0,English,4.0,3.0,1.0,0.0,0.0,0.0,3.5,4.5,4.0,4.0,
g190454-d3137163,Wiener Riesenrad,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"RIesenradplatz 1, Am Riesenrad, Vienna 1020 Austria",48.216816,16.396027,Unclaimed,"Certificate of Excellence 2018, Certificate of Excellence 2015",#998 of 3747 Restaurants in Vienna,#1123 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","European, Austrian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""09:00-23:45""], ""Tue"": [""09:00-23:45""], ""Wed"": [""09:00-23:45""], ""Thu"": [""09:00-23:45""], ""Fri"": [""09:00-23:45""], ""Sat"": [""09:00-23:45""], ""Sun"": [""09:00-23:45""]}",7.0,103.25,7.0,4.0,169.0,English,61.0,19.0,20.0,14.0,4.0,4.0,4.0,4.0,3.5,4.0,
g190454-d3137195,Panoramaschenke- Hotel Eitljoerg,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Filmteichstrasse 5, Vienna 1100 Austria",48.151104,16.406504,Unclaimed,"Certificate of Excellence 2018, Certificate of Excellence 2017",#1081 of 3747 Restaurants in Vienna,#1212 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Central European",€€-€€€,,"Lunch, Dinner, After-hours","Austrian, European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:00-23:30""], ""Tue"": [""10:00-23:30""], ""Wed"": [""10:00-23:30""], ""Thu"": [""10:00-23:30""], ""Fri"": [""10:00-23:30""], ""Sat"": [""10:00-23:30""], ""Sun"": [""10:00-23:30""]}",7.0,94.5,7.0,4.0,97.0,English,4.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,3.5,3.5,
g190454-d3139465,ViennasVietnam,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Neustiftgasse 50 Stand 10 - 12, Vienna 1070 Austria",48.191082,16.326721,Unclaimed,,#1952 of 3747 Restaurants in Vienna,#2192 of 4650 places to eat in Vienna,"Cheap Eats, Asian, Vietnamese",€,,"Lunch, Dinner","Asian, Vietnamese",,"Reservations, Seating, Table Service, Wheelchair Accessible",N,N,N,"{""Mon"": [""11:30-21:00""], ""Tue"": [""11:30-21:00""], ""Wed"": [""11:30-21:00""], ""Thu"": [""11:30-21:00""], ""Fri"": [""11:30-21:00""], ""Sat"": [""15:00-21:00""], ""Sun"": []}",6.0,53.5,6.0,4.5,13.0,English,2.0,2.0,0.0,0.0,0.0,0.0,5.0,4.5,5.0,,
g190454-d3140180,Vinothek Rochus,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Rochusmarkt 16-17 Landstrasse Hauptstrasse 58, Vienna 1030 Austria",48.2013,16.38853,Unclaimed,,#1255 of 3747 Restaurants in Vienna,#1403 of 4650 places to eat in Vienna,"Mid-range, European, Wine Bar, Central European",€€-€€€,,"Lunch, Dinner, Drinks","Wine Bar, European, Central European",,"Serves Alcohol, Table Service, Seating",N,N,N,"{""Mon"": [""14:00-23:00""], ""Tue"": [""14:00-23:00""], ""Wed"": [""14:00-23:00""], ""Thu"": [""14:00-23:00""], ""Fri"": [""14:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": []}",6.0,57.0,6.0,4.5,29.0,English,10.0,9.0,0.0,0.0,0.0,1.0,4.0,4.5,4.0,4.5,
g190454-d3142978,Kierlinger,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Kahlenberger Strasse 20, Vienna 1190 Austria",48.259068,16.362251,Unclaimed,,#1013 of 3747 Restaurants in Vienna,#1138 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Wine Bar",€€-€€€,,Dinner,"Austrian, European, Wine Bar",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""15:30-00:00""], ""Tue"": [""15:30-00:00""], ""Wed"": [""15:30-00:00""], ""Thu"": [""15:30-00:00""], ""Fri"": [""15:30-00:00""], ""Sat"": [""15:30-00:00""], ""Sun"": [""15:30-23:00""]}",7.0,58.5,7.0,4.0,71.0,English,26.0,14.0,7.0,4.0,0.0,1.0,4.0,3.5,4.0,4.5,
g190454-d3143729,Gasthaus Maria-Brunn,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hauptstrasse 48, Vienna 1140 Austria",48.20835,16.22618,Unclaimed,Certificate of Excellence 2019,#957 of 3747 Restaurants in Vienna,#1078 of 4650 places to eat in Vienna,"Mid-range, Austrian, International, European",€€-€€€,€4-€22,,"Austrian, International, European, Central European",Vegetarian Friendly,,Y,N,N,,,,,4.5,40.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.5,4.0,,
g190454-d3143736,Cafe Neko,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Blumenstockgasse 5, Vienna 1010 Austria",48.206337,16.373287,Unclaimed,,#67 of 265 Coffee & Tea in Vienna,#968 of 4650 places to eat in Vienna,"Mid-range, Cafe, Vegetarian Friendly",€€-€€€,,,Cafe,Vegetarian Friendly,"Seating, Wheelchair Accessible, Free Wifi, Table Service",Y,N,N,"{""Mon"": [""10:00-20:00""], ""Tue"": [""10:00-20:00""], ""Wed"": [""10:00-20:00""], ""Thu"": [""10:00-20:00""], ""Fri"": [""10:00-20:00""], ""Sat"": [""10:00-20:00""], ""Sun"": [""10:00-20:00""]}",7.0,70.0,7.0,3.5,266.0,English,126.0,41.0,43.0,27.0,10.0,5.0,3.5,3.5,3.5,4.0,
g190454-d3153413,Müllerbeisl Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Seilerstaette 15, Vienna 1010 Austria",48.204258,16.374006,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#359 of 3747 Restaurants in Vienna,#400 of 4650 places to eat in Vienna,"Mid-range, German, Austrian, European",€€-€€€,,"Lunch, Dinner, After-hours, Drinks","German, Austrian, European, Central European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""10:30-23:00""], ""Tue"": [""10:30-23:00""], ""Wed"": [""10:30-23:00""], ""Thu"": [""10:30-23:00""], ""Fri"": [""10:30-23:00""], ""Sat"": [""10:30-23:00""], ""Sun"": [""10:30-23:00""]}",7.0,87.5,7.0,4.0,364.0,English,89.0,41.0,25.0,12.0,5.0,6.0,4.0,4.0,4.0,3.5,"schnitzel, pumpkin soup, this restaurant by chance, authentic restaurant, good quality food"
g190454-d3155504,Nordsee,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Kohlmarkt 6, Vienna 1010 Austria",48.20921,16.367962,Unclaimed,,#12 of 47 Quick Bites in Vienna,#676 of 4650 places to eat in Vienna,"Cheap Eats, Quick Bites, Seafood, Fast food",€,,"Lunch, Dinner, Brunch, After-hours","Seafood, Fast food, European",Gluten Free Options,"Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards",N,N,Y,"{""Mon"": [""10:00-22:00""], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": [""10:00-22:00""]}",7.0,84.0,7.0,3.5,711.0,English,209.0,53.0,91.0,37.0,13.0,15.0,4.0,3.5,3.5,3.0,"seafood, shrimp, herring, salad, fast food"
g190454-d3157107,Knusperhauschen,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Am Prater Prater, Vienna 1020 Austria",48.216343,16.398275,Unclaimed,,#3685 of 3747 Restaurants in Vienna,#4119 of 4650 places to eat in Vienna,"Mid-range, Austrian",€€-€€€,€5-€10,,Austrian,,"Seating, Serves Alcohol, Wheelchair Accessible, Table Service",N,N,N,,,,,2.5,33.0,English,6.0,2.0,0.0,0.0,1.0,3.0,,2.5,3.0,,
g190454-d3166072,Felber,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wollzeile 23, Vienna 1010 Austria",48.20833,16.37678,Unclaimed,,#93 of 265 Coffee & Tea in Vienna,#1469 of 4650 places to eat in Vienna,"Cheap Eats, Bakeries, Austrian, Cafe",€,,"Breakfast, Brunch","Austrian, Cafe, European",Vegetarian Friendly,,Y,N,N,,,,,4.0,31.0,English,10.0,3.0,6.0,1.0,0.0,0.0,4.0,4.0,4.0,,
g190454-d3175706,Zum Bierfink,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Friedrich-Kaiser-Gasse 69, Vienna 1160 Austria",48.212082,16.322,Unclaimed,,#1157 of 3747 Restaurants in Vienna,#1294 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Austrian, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-00:00""], ""Tue"": [""11:00-00:00""], ""Wed"": [""11:00-00:00""], ""Thu"": [""11:00-00:00""], ""Fri"": [""11:00-00:00""], ""Sat"": [""11:00-00:00""], ""Sun"": [""11:00-00:00""]}",7.0,91.0,7.0,4.0,50.0,English,4.0,3.0,1.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,
g190454-d3183919,CaffèCouture,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Garnisongasse 18/1090 Ferstelpassage, Vienna 1090 Austria",48.21141,16.365713,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016",#57 of 265 Coffee & Tea in Vienna,#796 of 4650 places to eat in Vienna,"Mid-range, Cafe",€€-€€€,,,Cafe,,"Seating, Outdoor Seating",N,N,N,"{""Mon"": [""08:30-17:00""], ""Tue"": [""08:30-17:00""], ""Wed"": [""08:30-17:00""], ""Thu"": [""08:30-17:00""], ""Fri"": [""08:30-17:00""], ""Sat"": [], ""Sun"": []}",5.0,42.5,5.0,4.5,95.0,English,63.0,45.0,12.0,2.0,1.0,3.0,4.5,4.5,4.0,4.5,"delicious coffee, friendly service, barista, passage, cappuccino"
g190454-d3186537,Martina Willman,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Komoediengasse 3, Vienna 1020 Austria",48.21511,16.38287,Unclaimed,,#3164 of 3747 Restaurants in Vienna,#3546 of 4650 places to eat in Vienna,"Austrian, European",,,,"Austrian, European",,,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g190454-d3186538,Der Brandstetter,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hernalser Hauptstrasse 134, Vienna 1170 Austria",48.22156,16.321667,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017",#871 of 3747 Restaurants in Vienna,#982 of 4650 places to eat in Vienna,"Mid-range, Austrian, Central European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Austrian, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""08:00-00:00""], ""Tue"": [""08:00-00:00""], ""Wed"": [""08:00-00:00""], ""Thu"": [""08:00-00:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""08:00-00:00""]}",7.0,112.0,7.0,4.0,65.0,English,4.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,,
g190454-d3186743,Salon Wichtig,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Karlsgasse 22, Vienna 1040 Austria",48.19671,16.36944,Unclaimed,,#1685 of 3747 Restaurants in Vienna,#1897 of 4650 places to eat in Vienna,"Cheap Eats, Thai",€,,Lunch,Thai,,Seating,N,N,N,"{""Mon"": [""11:00-16:00""], ""Tue"": [""11:00-16:00""], ""Wed"": [""11:00-16:00""], ""Thu"": [""11:00-16:00""], ""Fri"": [""11:00-15:00""], ""Sat"": [], ""Sun"": []}",5.0,24.0,5.0,4.5,15.0,English,2.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.5,
g190454-d3186748,Thai Lotus,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Rauscherstrasse 15, Vienna 1200 Austria",48.229507,16.377924,Unclaimed,,#726 of 3747 Restaurants in Vienna,#821 of 4650 places to eat in Vienna,"Mid-range, Asian, Thai, Vegetarian Friendly",€€-€€€,,"Dinner, Lunch","Asian, Thai","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [], ""Tue"": [""17:00-23:00""], ""Wed"": [""17:00-23:00""], ""Thu"": [""17:00-23:00""], ""Fri"": [""17:00-23:00""], ""Sat"": [""17:00-23:00""], ""Sun"": [""17:00-23:00""]}",6.0,36.0,6.0,4.5,45.0,English,11.0,8.0,2.0,1.0,0.0,0.0,4.5,4.5,4.5,3.5,
g190454-d3188634,Eisgrotte,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Himmelpfortgasse 11, Vienna 1010 Austria",48.20558,16.37336,Claimed,,#153 of 156 Dessert Spots in Vienna,#3934 of 4650 places to eat in Vienna,"Mid-range, Dessert, Italian, Cafe",€€-€€€,,,"Italian, Cafe",,Takeout,N,N,N,,,,,3.0,25.0,English,11.0,4.0,0.0,1.0,0.0,6.0,3.5,3.5,3.5,,
g190454-d3198367,Pizzeria Maddalena,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Dueckegasse 3, Vienna 1220 Austria",48.25093,16.4283,Claimed,,#1684 of 3747 Restaurants in Vienna,#1896 of 4650 places to eat in Vienna,"Mid-range, Italian, Pizza, European",€€-€€€,,"Lunch, Dinner","Italian, European, Pizza",,"Reservations, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""16:00-23:45""], ""Wed"": [""16:00-23:45""], ""Thu"": [""16:00-23:45""], ""Fri"": [""11:00-23:45""], ""Sat"": [""11:00-23:45""], ""Sun"": []}",5.0,48.75,5.0,4.5,14.0,English,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g190454-d3201031,Restaurant Ma Crêperie,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Gruenangergasse 10, Vienna 1010 Austria",48.207134,16.374872,Claimed,,#1088 of 3747 Restaurants in Vienna,#1219 of 4650 places to eat in Vienna,"Mid-range, French, Austrian, European",€€-€€€,,"Lunch, Dinner","Austrian, European, French, Central European",,"Outdoor Seating, Wheelchair Accessible, Reservations, Seating, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""12:00-22:00""], ""Wed"": [""12:00-22:00""], ""Thu"": [""12:00-22:00""], ""Fri"": [""12:00-22:00""], ""Sat"": [""12:00-22:00""], ""Sun"": []}",5.0,50.0,5.0,4.5,52.0,English,24.0,16.0,6.0,2.0,0.0,0.0,4.0,4.5,4.0,4.5,
g190454-d3203336,Cafe Diglas,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wollzeile 10, Vienna 1010 Austria",48.210728,16.376883,Claimed,,#43 of 156 Dessert Spots in Vienna,#630 of 4650 places to eat in Vienna,"Mid-range, Dessert, Austrian, Cafe",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, After-hours","Austrian, Cafe, European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""08:00-23:30""], ""Tue"": [""08:00-23:30""], ""Wed"": [""08:00-23:30""], ""Thu"": [""08:00-23:30""], ""Fri"": [""08:00-23:30""], ""Sat"": [""08:00-23:30""], ""Sun"": [""08:00-23:30""]}",7.0,108.5,7.0,4.0,1354.0,English,586.0,217.0,192.0,94.0,39.0,44.0,4.0,3.5,3.5,4.0,"cakes, bread pudding, meringue, beef goulash, kaiserschmarrn"
g190454-d3204334,Daniel Bakery Vienna,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Landstrasser Guertel 5, Vienna 1030 Austria",48.18884,16.38395,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015",#451 of 3747 Restaurants in Vienna,#505 of 4650 places to eat in Vienna,"Mid-range, American, International, Grill",€€-€€€,€4-€23,,"American, International, Grill, Contemporary, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""06:30-01:00""], ""Tue"": [""06:30-01:00""], ""Wed"": [""06:30-01:00""], ""Thu"": [""06:30-01:00""], ""Fri"": [""06:30-01:00""], ""Sat"": [""06:30-01:00""], ""Sun"": [""06:30-01:00""]}",7.0,129.5,7.0,4.0,202.0,English,76.0,35.0,28.0,6.0,5.0,2.0,4.0,4.0,3.5,4.5,"brunch, bread, ham, cheese, mayo"
g190454-d3210721,Rotunde Gastronomiebetrieb,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Praternstrasse 54, Vienna Austria",48.21597,16.38728,Unclaimed,,#3203 of 3747 Restaurants in Vienna,#3592 of 4650 places to eat in Vienna,"Austrian, European",,,,"Austrian, European",,,N,N,N,,,,,3.5,3.0,English,2.0,0.0,1.0,1.0,0.0,0.0,,,,,
